Condition,HCUP_ORDER,GROUP_HCUP,DIAGNOSIS_CODE,SHORT_DESCRIPTION
CONECTIVEDISEASE,199,Other connective tissue disease,M79609,Pain in unspecified limb
CONECTIVEDISEASE,199,Other connective tissue disease,M79621,Pain in right upper arm
CONECTIVEDISEASE,199,Other connective tissue disease,M79622,Pain in left upper arm
CONECTIVEDISEASE,199,Other connective tissue disease,M79629,Pain in unspecified upper arm
CONECTIVEDISEASE,199,Other connective tissue disease,M79631,Pain in right forearm
CONECTIVEDISEASE,199,Other connective tissue disease,M79632,Pain in left forearm
CONECTIVEDISEASE,199,Other connective tissue disease,M79639,Pain in unspecified forearm
CONECTIVEDISEASE,199,Other connective tissue disease,M79641,Pain in right hand
CONECTIVEDISEASE,199,Other connective tissue disease,M79642,Pain in left hand
CONECTIVEDISEASE,199,Other connective tissue disease,M79643,Pain in unspecified hand
CONECTIVEDISEASE,199,Other connective tissue disease,M79644,Pain in right finger(s)
CONECTIVEDISEASE,199,Other connective tissue disease,M79645,Pain in left finger(s)
CONECTIVEDISEASE,199,Other connective tissue disease,M79646,Pain in unspecified finger(s)
CONECTIVEDISEASE,199,Other connective tissue disease,M79651,Pain in right thigh
CONECTIVEDISEASE,199,Other connective tissue disease,M79652,Pain in left thigh
CONECTIVEDISEASE,199,Other connective tissue disease,M79659,Pain in unspecified thigh
CONECTIVEDISEASE,199,Other connective tissue disease,M79661,Pain in right lower leg
CONECTIVEDISEASE,199,Other connective tissue disease,M79662,Pain in left lower leg
CONECTIVEDISEASE,199,Other connective tissue disease,M79669,Pain in unspecified lower leg
CONECTIVEDISEASE,199,Other connective tissue disease,M79671,Pain in right foot
CONECTIVEDISEASE,199,Other connective tissue disease,M79672,Pain in left foot
CONECTIVEDISEASE,199,Other connective tissue disease,M79673,Pain in unspecified foot
CONECTIVEDISEASE,199,Other connective tissue disease,M79674,Pain in right toe(s)
CONECTIVEDISEASE,199,Other connective tissue disease,M79675,Pain in left toe(s)
CONECTIVEDISEASE,199,Other connective tissue disease,M79676,Pain in unspecified toe(s)
CONECTIVEDISEASE,199,Other connective tissue disease,M797,Fibromyalgia
CONECTIVEDISEASE,199,Other connective tissue disease,M7981,Nontraumatic hematoma of soft tissue
CONECTIVEDISEASE,199,Other connective tissue disease,M7989,Other specified soft tissue disorders
CONECTIVEDISEASE,199,Other connective tissue disease,M799,"Soft tissue disorder, unspecified"
CONECTIVEDISEASE,199,Other connective tissue disease,M79A11,Nontraumatic compartment syndrome of right upper extremity
CONECTIVEDISEASE,199,Other connective tissue disease,M79A12,Nontraumatic compartment syndrome of left upper extremity
CONECTIVEDISEASE,199,Other connective tissue disease,M79A19,Nontraumatic compartment syndrome of unsp upper extremity
CONECTIVEDISEASE,199,Other connective tissue disease,M79A21,Nontraumatic compartment syndrome of right lower extremity
CONECTIVEDISEASE,199,Other connective tissue disease,M79A22,Nontraumatic compartment syndrome of left lower extremity
CONECTIVEDISEASE,199,Other connective tissue disease,M79A29,Nontraumatic compartment syndrome of unsp lower extremity
CONECTIVEDISEASE,199,Other connective tissue disease,M79A3,Nontraumatic compartment syndrome of abdomen
CONECTIVEDISEASE,199,Other connective tissue disease,M79A9,Nontraumatic compartment syndrome of other sites
CONECTIVEDISEASE,199,Other connective tissue disease,R252,Cramp and spasm
CONECTIVEDISEASE,199,Other connective tissue disease,R293,Abnormal posture
CONECTIVEDISEASE,199,Other connective tissue disease,R296,Repeated falls
CONECTIVEDISEASE,199,Other connective tissue disease,R29810,Facial weakness
CONECTIVEDISEASE,199,Other connective tissue disease,R29818,Other symptoms and signs involving the nervous system
CONECTIVEDISEASE,199,Other connective tissue disease,R29890,Loss of height
CONECTIVEDISEASE,199,Other connective tissue disease,R29898,Oth symptoms and signs involving the musculoskeletal system
CONECTIVEDISEASE,199,Other connective tissue disease,R2990,Unspecified symptoms and signs involving the nervous system
CONECTIVEDISEASE,199,Other connective tissue disease,R2991,Unsp symptoms and signs involving the musculoskeletal system
CONECTIVEDISEASE,199,Other connective tissue disease,Z8739,Personal history of diseases of the ms sys and conn tiss
CONECTIVEDISEASE,199,Other connective tissue disease,Z9660,Presence of unspecified orthopedic joint implant
CONECTIVEDISEASE,199,Other connective tissue disease,Z96611,Presence of right artificial shoulder joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96612,Presence of left artificial shoulder joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96619,Presence of unspecified artificial shoulder joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96621,Presence of right artificial elbow joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96622,Presence of left artificial elbow joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96629,Presence of unspecified artificial elbow joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96631,Presence of right artificial wrist joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96632,Presence of left artificial wrist joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96639,Presence of unspecified artificial wrist joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96641,Presence of right artificial hip joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96642,Presence of left artificial hip joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96643,"Presence of artificial hip joint, bilateral"
CONECTIVEDISEASE,199,Other connective tissue disease,Z96649,Presence of unspecified artificial hip joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96651,Presence of right artificial knee joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96652,Presence of left artificial knee joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96653,"Presence of artificial knee joint, bilateral"
CONECTIVEDISEASE,199,Other connective tissue disease,Z96659,Presence of unspecified artificial knee joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96661,Presence of right artificial ankle joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96662,Presence of left artificial ankle joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96669,Presence of unspecified artificial ankle joint
CONECTIVEDISEASE,199,Other connective tissue disease,Z96691,Finger-joint replacement of right hand
CONECTIVEDISEASE,199,Other connective tissue disease,Z96692,Finger-joint replacement of left hand
CONECTIVEDISEASE,199,Other connective tissue disease,Z96693,"Finger-joint replacement, bilateral"
CONECTIVEDISEASE,199,Other connective tissue disease,Z96698,Presence of other orthopedic joint implants
CONECTIVEDISEASE,199,Other connective tissue disease,Z967,Presence of other bone and tendon implants
CONECTIVEDISEASE,199,Other connective tissue disease,Z9710,"Presence of artificial limb (complete) (partial), unsp"
CONECTIVEDISEASE,199,Other connective tissue disease,Z9711,Presence of artificial right arm (complete) (partial)
CONECTIVEDISEASE,199,Other connective tissue disease,Z9712,Presence of artificial left arm (complete) (partial)
CONECTIVEDISEASE,199,Other connective tissue disease,Z9713,Presence of artificial right leg (complete) (partial)
CONECTIVEDISEASE,199,Other connective tissue disease,Z9714,Presence of artificial left leg (complete) (partial)
CONECTIVEDISEASE,199,Other connective tissue disease,Z9715,"Presence of artificial arms, bilateral (complete) (partial)"
CONECTIVEDISEASE,199,Other connective tissue disease,Z9716,"Presence of artificial legs, bilateral (complete) (partial)"
CONECTIVEDISEASE,199,Other connective tissue disease,Z981,Arthrodesis status
LIVER_DISEASE,6,Hepatitis,B150,Hepatitis A with hepatic coma
LIVER_DISEASE,6,Hepatitis,B159,Hepatitis A without hepatic coma
LIVER_DISEASE,6,Hepatitis,B160,Acute hepatitis B with delta-agent with hepatic coma
LIVER_DISEASE,6,Hepatitis,B161,Acute hepatitis B with delta-agent without hepatic coma
LIVER_DISEASE,6,Hepatitis,B162,Acute hepatitis B without delta-agent with hepatic coma
LIVER_DISEASE,6,Hepatitis,B169,Acute hepatitis B w/o delta-agent and without hepatic coma
LIVER_DISEASE,6,Hepatitis,B170,Acute delta-(super) infection of hepatitis B carrier
LIVER_DISEASE,6,Hepatitis,B1710,Acute hepatitis C without hepatic coma
LIVER_DISEASE,6,Hepatitis,B1711,Acute hepatitis C with hepatic coma
LIVER_DISEASE,6,Hepatitis,B172,Acute hepatitis E
LIVER_DISEASE,6,Hepatitis,B178,Other specified acute viral hepatitis
LIVER_DISEASE,6,Hepatitis,B179,"Acute viral hepatitis, unspecified"
LIVER_DISEASE,6,Hepatitis,B180,Chronic viral hepatitis B with delta-agent
LIVER_DISEASE,6,Hepatitis,B181,Chronic viral hepatitis B without delta-agent
LIVER_DISEASE,6,Hepatitis,B182,Chronic viral hepatitis C
LIVER_DISEASE,6,Hepatitis,B188,Other chronic viral hepatitis
LIVER_DISEASE,6,Hepatitis,B189,"Chronic viral hepatitis, unspecified"
LIVER_DISEASE,6,Hepatitis,B190,Unspecified viral hepatitis with hepatic coma
LIVER_DISEASE,6,Hepatitis,B1910,Unspecified viral hepatitis B without hepatic coma
LIVER_DISEASE,6,Hepatitis,B1911,Unspecified viral hepatitis B with hepatic coma
LIVER_DISEASE,6,Hepatitis,B1920,Unspecified viral hepatitis C without hepatic coma
LIVER_DISEASE,6,Hepatitis,B1921,Unspecified viral hepatitis C with hepatic coma
LIVER_DISEASE,6,Hepatitis,B199,Unspecified viral hepatitis without hepatic coma
LIVER_DISEASE,6,Hepatitis,B251,Cytomegaloviral hepatitis
LIVER_DISEASE,6,Hepatitis,B2681,Mumps hepatitis
LIVER_DISEASE,6,Hepatitis,B581,Toxoplasma hepatitis
LIVER_DISEASE,6,Hepatitis,B942,Sequelae of viral hepatitis
LIVER_DISEASE,6,Hepatitis,K712,Toxic liver disease with acute hepatitis
LIVER_DISEASE,6,Hepatitis,K713,Toxic liver disease with chronic persistent hepatitis
LIVER_DISEASE,6,Hepatitis,K714,Toxic liver disease with chronic lobular hepatitis
LIVER_DISEASE,6,Hepatitis,K7150,Toxic liver disease w chronic active hepatitis w/o ascites
LIVER_DISEASE,6,Hepatitis,K7151,Toxic liver disease w chronic active hepatitis with ascites
LIVER_DISEASE,6,Hepatitis,K716,"Toxic liver disease with hepatitis, not elsewhere classified"
LIVER_DISEASE,6,Hepatitis,K730,"Chronic persistent hepatitis, not elsewhere classified"
LIVER_DISEASE,6,Hepatitis,K731,"Chronic lobular hepatitis, not elsewhere classified"
LIVER_DISEASE,6,Hepatitis,K732,"Chronic active hepatitis, not elsewhere classified"
LIVER_DISEASE,6,Hepatitis,K738,"Other chronic hepatitis, not elsewhere classified"
LIVER_DISEASE,6,Hepatitis,K739,"Chronic hepatitis, unspecified"
LIVER_DISEASE,6,Hepatitis,K752,Nonspecific reactive hepatitis
LIVER_DISEASE,6,Hepatitis,K753,"Granulomatous hepatitis, not elsewhere classified"
LIVER_DISEASE,6,Hepatitis,K754,Autoimmune hepatitis
LIVER_DISEASE,6,Hepatitis,K7581,Nonalcoholic steatohepatitis (NASH)
LIVER_DISEASE,139,Other liver diseases,K7041,Alcoholic hepatic failure with coma
LIVER_DISEASE,139,Other liver diseases,K710,Toxic liver disease with cholestasis
LIVER_DISEASE,139,Other liver diseases,K7110,"Toxic liver disease with hepatic necrosis, without coma"
LIVER_DISEASE,139,Other liver diseases,K7111,"Toxic liver disease with hepatic necrosis, with coma"
LIVER_DISEASE,139,Other liver diseases,K717,Toxic liver disease with fibrosis and cirrhosis of liver
LIVER_DISEASE,139,Other liver diseases,K718,Toxic liver disease with other disorders of liver
LIVER_DISEASE,139,Other liver diseases,K719,"Toxic liver disease, unspecified"
LIVER_DISEASE,139,Other liver diseases,K7200,Acute and subacute hepatic failure without coma
LIVER_DISEASE,139,Other liver diseases,K7201,Acute and subacute hepatic failure with coma
LIVER_DISEASE,139,Other liver diseases,K7210,Chronic hepatic failure without coma
LIVER_DISEASE,139,Other liver diseases,K7211,Chronic hepatic failure with coma
LIVER_DISEASE,139,Other liver diseases,K7290,"Hepatic failure, unspecified without coma"
LIVER_DISEASE,139,Other liver diseases,K7291,"Hepatic failure, unspecified with coma"
LIVER_DISEASE,139,Other liver diseases,K740,Hepatic fibrosis
LIVER_DISEASE,139,Other liver diseases,K741,Hepatic sclerosis
LIVER_DISEASE,139,Other liver diseases,K742,Hepatic fibrosis with hepatic sclerosis
LIVER_DISEASE,139,Other liver diseases,K743,Primary biliary cirrhosis
LIVER_DISEASE,139,Other liver diseases,K744,Secondary biliary cirrhosis
LIVER_DISEASE,139,Other liver diseases,K745,"Biliary cirrhosis, unspecified"
LIVER_DISEASE,139,Other liver diseases,K7460,Unspecified cirrhosis of liver
LIVER_DISEASE,139,Other liver diseases,K7469,Other cirrhosis of liver
LIVER_DISEASE,139,Other liver diseases,K750,Abscess of liver
LIVER_DISEASE,139,Other liver diseases,K751,Phlebitis of portal vein
LIVER_DISEASE,139,Other liver diseases,K7589,Other specified inflammatory liver diseases
LIVER_DISEASE,139,Other liver diseases,K759,"Inflammatory liver disease, unspecified"
LIVER_DISEASE,139,Other liver diseases,K760,"Fatty (change of) liver, not elsewhere classified"
LIVER_DISEASE,139,Other liver diseases,K761,Chronic passive congestion of liver
LIVER_DISEASE,139,Other liver diseases,K762,Central hemorrhagic necrosis of liver
LIVER_DISEASE,139,Other liver diseases,K763,Infarction of liver
LIVER_DISEASE,139,Other liver diseases,K764,Peliosis hepatis
LIVER_DISEASE,139,Other liver diseases,K765,Hepatic veno-occlusive disease
LIVER_DISEASE,139,Other liver diseases,K766,Portal hypertension
LIVER_DISEASE,139,Other liver diseases,K767,Hepatorenal syndrome
LIVER_DISEASE,139,Other liver diseases,K7681,Hepatopulmonary syndrome
LIVER_DISEASE,139,Other liver diseases,K7689,Other specified diseases of liver
LIVER_DISEASE,139,Other liver diseases,K769,"Liver disease, unspecified"
LIVER_DISEASE,139,Other liver diseases,K77,Liver disorders in diseases classified elsewhere
LIVER_DISEASE,139,Other liver diseases,R160,"Hepatomegaly, not elsewhere classified"
LIVER_DISEASE,139,Other liver diseases,R162,"Hepatomegaly with splenomegaly, not elsewhere classified"
LIVER_DISEASE,139,Other liver diseases,R17,Unspecified jaundice
LIVER_DISEASE,139,Other liver diseases,R740,Nonspec elev of levels of transamns & lactic acid dehydrgnse
LIVER_DISEASE,139,Other liver diseases,R748,Abnormal levels of other serum enzymes
LIVER_DISEASE,139,Other liver diseases,R749,"Abnormal serum enzyme level, unspecified"
LIVER_DISEASE,139,Other liver diseases,Z944,Liver transplant status
CANCER,11,Cancer of head and neck,C000,Malignant neoplasm of external upper lip
CANCER,11,Cancer of head and neck,C001,Malignant neoplasm of external lower lip
CANCER,11,Cancer of head and neck,C002,"Malignant neoplasm of external lip, unspecified"
CANCER,11,Cancer of head and neck,C003,"Malignant neoplasm of upper lip, inner aspect"
CANCER,11,Cancer of head and neck,C004,"Malignant neoplasm of lower lip, inner aspect"
