DIAGNOSIS_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION,GROUP1,GROUP2,GROUP3,GROUP_HCUP_ID,GROUP_HCUP,HCUP_ORDER
38031,Hematoma of auricle or pinna,Hematoma auricle/pinna,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38032,Acquired deformities of auricle or pinna,Acq deform auricle/pinna,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38039,Other noninfectious disorders of pinna,Noninfect dis pinna NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
3804,Impacted cerumen,Impacted cerumen,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38050,"Acquired stenosis of external ear canal, unspecified as to cause",Acq stenos ear canal NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38051,Acquired stenosis of external ear canal secondary to trauma,Stenosis ear d/t trauma,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38052,Acquired stenosis of external ear canal secondary to surgery,Stenosis ear d/t surgery,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38053,Acquired stenosis of external ear canal secondary to inflammation,Stenosis ear d/t inflam,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38081,Exostosis of external ear canal,Exostosis ext ear canal,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38089,Other disorders of external ear,Dis external ear NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
3809,Unspecified disorder of external ear,Dis external ear NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,DISORDERS OF EXTERNAL EAR,94,Other ear and sense organ disorders,83
38100,"Acute nonsuppurative otitis media, unspecified",Ac nonsup otitis med NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38101,Acute serous otitis media,Ac serous otitis media,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38102,Acute mucoid otitis media,Ac mucoid otitis media,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38103,Acute sanguinous otitis media,Ac sanguin otitis media,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38104,Acute allergic serous otitis media,Ac allergic serous OM,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38105,Acute allergic mucoid otitis media,Ac allergic mucoid OM,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38106,Acute allergic sanguinous otitis media,Ac allerg sanguinous OM,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38110,"Chronic serous otitis media, simple or unspecified",Chr serous OM simp/NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38119,Other chronic serous otitis media,Chr serous OM NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38120,"Chronic mucoid otitis media, simple or unspecified",Chr mucoid OM simp/NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38129,Other chronic mucoid otitis media,Chr mucoid OM NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
3813,Other and unspecified chronic nonsuppurative otitis media,Chr nonsup OM NOS/NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
3814,"Nonsuppurative otitis media, not specified as acute or chronic",Nonsupp otitis media NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38150,"Eustachian salpingitis, unspecified",Eustachian salping NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38151,Acute Eustachian salpingitis,Ac eustachian salping,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38152,Chronic Eustachian salpingitis,Chr eustachian salping,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38160,"Obstruction of Eustachian tube, unspecified",Obstr eustach tube NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38161,Osseous obstruction of Eustachian tube,Osseous eustachian obstr,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38162,Intrinsic cartilagenous obstruction of Eustachian tube,Intrinsic eustach obstr,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38163,Extrinsic cartilagenous obstruction of Eustachian tube,Extrinsic eustach obstr,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
3817,Patulous Eustachian tube,Patulous eustachian tube,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38181,Dysfunction of Eustachian tube,Dysfunct eustachian tube,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38189,Other disorders of Eustachian tube,Eustachian tube dis NEC,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
3819,Unspecified Eustachian tube disorder,Eustachian tube dis NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,NONSUPPURATIVE OTITIS MEDIA AND EUSTACHIAN TUBE DISORDERS,92,Otitis media and related conditions,81
38200,Acute suppurative otitis media without spontaneous rupture of eardrum,Ac supp otitis media NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
38201,Acute suppurative otitis media with spontaneous rupture of eardrum,Ac supp OM w drum rupt,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
38202,Acute suppurative otitis media in diseases classified elsewhere,Ac supp OM in oth dis,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
3821,Chronic tubotympanic suppurative otitis media,Chr tubotympan suppur OM,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
3822,Chronic atticoantral suppurative otitis media,Chr atticoantral sup OM,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
3823,Unspecified chronic suppurative otitis media,Chr sup otitis media NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
3824,Unspecified suppurative otitis media,Suppur otitis media NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
3829,Unspecified otitis media,Otitis media NOS,DISEASES OF THE NERVOUS SYSTEM AND SENSE ORGANS,DISEASES OF THE EAR AND MASTOID PROCESS,SUPPURATIVE AND UNSPECIFIED OTITIS MEDIA,92,Otitis media and related conditions,81
5689,Unspecified disorder of peritoneum,Peritoneal disorder NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF PERITONEUM,155,Other gastrointestinal disorders,143
5690,Anal and rectal polyp,Anal & rectal polyp,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
5691,Rectal prolapse,Rectal prolapse,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
5692,Stenosis of rectum and anus,Rectal & anal stenosis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
5693,Hemorrhage of rectum and anus,Rectal & anal hemorrhage,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,153,Gastrointestinal hemorrhage,141
56941,Ulcer of anus and rectum,Rectal & anal ulcer,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
56942,Anal or rectal pain,Anal or rectal pain,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
56943,Anal sphincter tear (healed) (old),Anal sphincter tear-old,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
56944,Dysplasia of anus,Dysplasia of anus,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
56949,Other specified disorders of rectum and anus,Rectal & anal dis NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,147,Anal and rectal conditions,136
5695,Abscess of intestine,Intestinal abscess,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,148,Peritonitis and intestinal abscess,137
56960,"Colostomy and enterostomy complication, unspecified",Colstomy/enter comp NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,237,Complication of device; implant or graft,225
56961,Infection of colostomy or enterostomy,Colosty/enterost infectn,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,237,Complication of device; implant or graft,225
56962,Mechanical complication of colostomy and enterostomy,Colosty/enter comp-mech,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,238,Complications of surgical procedures or medical care,226
56969,Other colostomy and enterostomy complication,Colstmy/enteros comp NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,237,Complication of device; implant or graft,225
56971,Pouchitis,Pouchitis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,238,Complications of surgical procedures or medical care,226
56979,Other complications of intestinal pouch,Comp intest pouch NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,238,Complications of surgical procedures or medical care,226
56981,"Fistula of intestine, excluding rectum and anus",Intestinal fistula,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56982,Ulceration of intestine,Ulceration of intestine,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56983,Perforation of intestine,Perforation of intestine,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56984,Angiodysplasia of intestine (without mention of hemorrhage),Angio intes w/o hmrhg,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56985,Angiodysplasia of intestine with hemorrhage,Angio intes w hmrhg,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56986,Dieulafoy lesion (hemorrhagic) of intestine,"Dieulafoy les, intestine",DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56987,Vomiting of fecal matter,Vomiting of fecal matter,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
56989,Other specified disorders of intestine,Intestinal disorders NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
5699,Unspecified disorder of intestine,Intestinal disorder NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF INTESTINES AND PERITONEUM,OTHER DISORDERS OF INTESTINE,155,Other gastrointestinal disorders,143
570,Acute and subacute necrosis of liver,Acute necrosis of liver,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,ACUTE AND SUBACUTE NECROSIS OF LIVER,151,Other liver diseases,139
5710,Alcoholic fatty liver,Alcoholic fatty liver,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,660,Alcohol-related disorders,258
5711,Acute alcoholic hepatitis,Ac alcoholic hepatitis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,660,Alcohol-related disorders,258
5712,Alcoholic cirrhosis of liver,Alcohol cirrhosis liver,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,660,Alcohol-related disorders,258
5713,"Alcoholic liver damage, unspecified",Alcohol liver damage NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,660,Alcohol-related disorders,258
57140,"Chronic hepatitis, unspecified",Chronic hepatitis NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,Hepatitis,6
57141,Chronic persistent hepatitis,Chr persistent hepatitis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,Hepatitis,6
57142,Autoimmune hepatitis,Autoimmune hepatitis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,Hepatitis,6
57149,Other chronic hepatitis,Chronic hepatitis NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,Hepatitis,6
5715,Cirrhosis of liver without mention of alcohol,Cirrhosis of liver NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,151,Other liver diseases,139
5716,Biliary cirrhosis,Biliary cirrhosis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,151,Other liver diseases,139
5718,Other chronic nonalcoholic liver disease,Chronic liver dis NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,151,Other liver diseases,139
5719,Unspecified chronic liver disease without mention of alcohol,Chronic liver dis NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,CHRONIC LIVER DISEASE AND CIRRHOSIS,151,Other liver diseases,139
5720,Abscess of liver,Abscess of liver,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE,151,Other liver diseases,139
5721,Portal pyemia,Portal pyemia,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE,151,Other liver diseases,139
5722,Hepatic encephalopathy,Hepatic encephalopathy,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE,151,Other liver diseases,139
5723,Portal hypertension,Portal hypertension,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE,151,Other liver diseases,139
5724,Hepatorenal syndrome,Hepatorenal syndrome,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE,151,Other liver diseases,139
5728,Other sequelae of chronic liver disease,"Oth sequela, chr liv dis",DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE,151,Other liver diseases,139
5730,Chronic passive congestion of liver,Chr passiv congest liver,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,151,Other liver diseases,139
5731,Hepatitis in viral diseases classified elsewhere,Hepatitis in viral dis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,6,Hepatitis,6
5732,Hepatitis in other infectious diseases classified elsewhere,Hepatitis in oth inf dis,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,6,Hepatitis,6
5733,"Hepatitis, unspecified",Hepatitis NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,6,Hepatitis,6
5734,Hepatic infarction,Hepatic infarction,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,151,Other liver diseases,139
5735,Hepatopulmonary syndrome,Hepatopulmonary syndrome,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,151,Other liver diseases,139
5738,Other specified disorders of liver,Liver disorders NEC,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,151,Other liver diseases,139
5739,Unspecified disorder of liver,Liver disorder NOS,DISEASES OF THE DIGESTIVE SYSTEM,OTHER DISEASES OF DIGESTIVE SYSTEM,OTHER DISORDERS OF LIVER,151,Other liver diseases,139
